category,name,price,availability,link
Monitor,Galax Prisma PR-01 24″ VA 75hz GSync (HDMI/DP/USB-C),N/A,Out of Stock,https://windnetpc.com/c/monitor/
Monitor,HKC MG24V9F 24″ 165Hz VA 1ms (DP/HDMI),N/A,Out of Stock,https://windnetpc.com/c/monitor/
Monitor,Gigabyte G32QC 32″ 1440P QHD VA Curved 165Hz 1ms,N/A,Out of Stock,https://windnetpc.com/c/monitor/
Monitor,AOC 27G2SE 27″ 165Hz VA 1ms AdaptiveSync,N/A,Out of Stock,https://windnetpc.com/c/monitor/
Monitor,HKC M27G3F 27″ 165Hz VA Curved 1ms (DP/HDMI) (2022),N/A,Out of Stock,https://windnetpc.com/c/monitor/
Monitor,Gigabyte M27F-A 27″ 165hz IPS 1ms (DP/HDMI/USB-C/KVM/Speaker),N/A,Out of Stock,https://windnetpc.com/c/monitor/
Monitor,Gigabyte G24F-2 24″ 165hz IPS 1ms (DP/HDMI/USB),N/A,Out of Stock,https://windnetpc.com/c/monitor/
Monitor,Gigabyte G27QC 27″ 165hz VA Curved 1440P 1ms (DP/HDMI),N/A,Out of Stock,https://windnetpc.com/c/monitor/
Monitor,Gigabyte G27F 27″ 144hz IPS 1ms (DP/HDMI),N/A,Out of Stock,https://windnetpc.com/c/monitor/
Monitor,AOC 24G2SE 24″ 165Hz VA 1ms AdaptiveSync,N/A,Out of Stock,https://windnetpc.com/c/monitor/
Monitor,AOC 24G2SP 24″ 165hz IPS 1ms (VGA/HDMI/DP),N/A,Out of Stock,https://windnetpc.com/c/monitor/
Monitor,Gigabyte G24F-AP 24″ 165hz IPS 1ms,N/A,Out of Stock,https://windnetpc.com/c/monitor/
Monitor,ACER KA242Y 24″ IPS Frameless 75hz,N/A,Out of Stock,https://windnetpc.com/c/monitor/
Monitor,ACER KA272 27″ IPS Frameless 75hz,N/A,Out of Stock,https://windnetpc.com/c/monitor/
Graphics Card,ZOTAC RTX 4060Ti AMP 16GB GDDR6,N/A,Out of Stock,https://windnetpc.com/c/compnents/graphics-card/
Graphics Card,PALIT RTX 3060 DUAL 12GB GDDR6,N/A,Out of Stock,https://windnetpc.com/c/compnents/graphics-card/
Graphics Card,Sapphire Pulse RX 7600 XT 16GB GAMING OC GDDR6,N/A,Out of Stock,https://windnetpc.com/c/compnents/graphics-card/
Graphics Card,PALIT RTX 3050 STORMX 6GB GDDR6,N/A,Out of Stock,https://windnetpc.com/c/compnents/graphics-card/
Graphics Card,ZOTAC RTX 3060 Twin Edge 12GB GDDR6,N/A,Out of Stock,https://windnetpc.com/c/compnents/graphics-card/
Graphics Card,Gigabyte RTX 3060 GAMING OC 8GB GDDR6,N/A,Out of Stock,https://windnetpc.com/c/compnents/graphics-card/
Graphics Card,Gigabyte RTX 4070 SUPER GAMING OC 12GB,N/A,Out of Stock,https://windnetpc.com/c/compnents/graphics-card/
Graphics Card,Sapphire Pure RX 7700XT GAMING OC 12GB,N/A,Out of Stock,https://windnetpc.com/c/compnents/graphics-card/
Graphics Card,Gigabyte GTX 1650 WINDFORCE OC 4GB GDDR6,N/A,Out of Stock,https://windnetpc.com/c/compnents/graphics-card/
Graphics Card,Sapphire Pulse RX 7600 8GB GAMING OC GDDR6,N/A,Out of Stock,https://windnetpc.com/c/compnents/graphics-card/
Graphics Card,MSI RTX 4060Ti Ventus 3X 8GB OC,N/A,Out of Stock,https://windnetpc.com/c/compnents/graphics-card/
Graphics Card,ZOTAC RTX 4060 8GB OC Spiderman Edition,N/A,Out of Stock,https://windnetpc.com/c/compnents/graphics-card/
Graphics Card,MSI RTX 3050 VENTUS 2X 8GB OCV1,N/A,Out of Stock,https://windnetpc.com/c/compnents/graphics-card/
Graphics Card,Cooler Master Vertical GPU Mount V3,N/A,Out of Stock,https://windnetpc.com/c/compnents/graphics-card/
Graphics Card,Gigabyte RTX 4070 AERO OC 12GB GDDR6X,N/A,Out of Stock,https://windnetpc.com/c/compnents/graphics-card/
Graphics Card,Gigabyte RTX 4070 WINDFORCE OC 12GB GDDR6X,N/A,Out of Stock,https://windnetpc.com/c/compnents/graphics-card/
Graphics Card,Sapphire Pulse RX 7700XT GAMING 12GB GDDR6,N/A,Out of Stock,https://windnetpc.com/c/compnents/graphics-card/
Graphics Card,MSI RTX 3060Ti VENTUS 2X 8GD6X OC,N/A,Out of Stock,https://windnetpc.com/c/compnents/graphics-card/
Graphics Card,ASUS DUAL RX 6600 V2 8GB GDDR6,N/A,Out of Stock,https://windnetpc.com/c/compnents/graphics-card/
Graphics Card,Sapphire Pulse RX 6750XT GAMING 12GB GDDR6,N/A,Out of Stock,https://windnetpc.com/c/compnents/graphics-card/
Monitor,[Pre-order] Gigabyte M32Q 32″ 1440P QHD IPS 165Hz 1ms KVM,N/A,Out of Stock,https://windnetpc.com/c/monitor/
Monitor,[Pre-order] Gigabyte M32U 32″ 4K UHD IPS 144Hz 1ms KVM Monitor,N/A,Out of Stock,https://windnetpc.com/c/monitor/
Monitor,[Pre-order] ASUS TUF VG34VQL1B 34″ 165hz VA Curved 1440P Ultrawide,N/A,Out of Stock,https://windnetpc.com/c/monitor/
Monitor,[Pre-order] ASUS TUF VG27AQ 27″ 165hz IPS 1440P 1ms (DP/HDMI),N/A,Out of Stock,https://windnetpc.com/c/monitor/
Monitor,Philips 241V8 24″ IPS Frameless 75hz,N/A,Out of Stock,https://windnetpc.com/c/monitor/
Motherboard,MSI X870 GAMING PLUS WIFI (AM5),"16,700",In Stock,https://windnetpc.com/c/compnents/motherboard/am5/
Motherboard,Gigabyte A520I AC (ITX) (WiFi/BT),"6,400",In Stock,https://windnetpc.com/c/compnents/motherboard/am4/
Motherboard,Gigabyte B650M AORUS ELITE AX ICE (WiFi/BT) (AM5),"11,550",In Stock,https://windnetpc.com/c/compnents/motherboard/am5/
Motherboard,Gigabyte B860M Gaming X WIFI6E (LGA1851),"11,950",In Stock,https://windnetpc.com/c/compnents/motherboard/lga-1851/
Motherboard,Gigabyte B850 AORUS ELITE WIFI7 (AM5),"15,200",In Stock,https://windnetpc.com/c/compnents/motherboard/am5/
Motherboard,Gigabyte B650M S2H (AM5) (VGA/HDMI/DP),"5,900",In Stock,https://windnetpc.com/c/compnents/motherboard/am5/
Motherboard,Gigabyte B850 AORUS ELITE WIFI7 ICE (AM5),"15,900",In Stock,https://windnetpc.com/c/compnents/motherboard/am5/
Motherboard,MSI PRO H610M-S DDR4 (HDMI),"4,450",In Stock,https://windnetpc.com/c/compnents/motherboard/lga-1700/
Motherboard,Gigabyte X870 GAMING X WIFI7 (AM5),"15,800",In Stock,https://windnetpc.com/c/compnents/motherboard/am5/
Motherboard,Gigabyte B650I-AX (ITX) (AM5),"9,950",In Stock,https://windnetpc.com/c/compnents/motherboard/am5/
Motherboard,MSI PRO A620M-E (VGA/HDMI) (AM5),"5,350",In Stock,https://windnetpc.com/c/compnents/motherboard/am5/
Motherboard,Gigabyte B450M DS3H V3 (HDMI),"3,990",In Stock,https://windnetpc.com/c/compnents/motherboard/am4/
Motherboard,MSI B650M PROJECT ZERO (AM5) (Back-Connect),"13,300",In Stock,https://windnetpc.com/c/compnents/motherboard/am5/
Motherboard,Gigabyte B550M DS3H (HDMI/DVI/DP),"5,350",In Stock,https://windnetpc.com/c/compnents/motherboard/am4/
Motherboard,Gigabyte B650M D3HP AX DDR5 (WiFi/BT),"8,150",In Stock,https://windnetpc.com/c/compnents/motherboard/am5/
Motherboard,ASRock B550M PRO SE (DP/HDMI),"5,650",In Stock,https://windnetpc.com/c/compnents/motherboard/am4/
Motherboard,ASRock B450M HDV R4.0 (HDMI/VGA/DVI),"3,400",In Stock,https://windnetpc.com/c/compnents/motherboard/am4/
Motherboard,ASUS PRIME A520M K (VGA/HDMI),"3,350",In Stock,https://windnetpc.com/c/compnents/motherboard/am4/
Motherboard,Gigabyte B650M AORUS ELITE AX (WiFi/BT) (AM5),"11,350",In Stock,https://windnetpc.com/c/compnents/motherboard/am5/
Motherboard,Gigabyte A520M K V2 (VGA/HDMI),"3,250",In Stock,https://windnetpc.com/c/compnents/motherboard/am4/
Processor,Ryzen 5 5600 (Tray) with Wraith Cooler,"5,900",In Stock,https://windnetpc.com/c/compnents/processor/
Processor,"Ryzen 3 3200G (4-cores 4-Threads, Vega 8 graphics)","4,200",In Stock,https://windnetpc.com/c/compnents/processor/
Processor,"Intel Core i5 14600KF 14th Gen (14-Cores 20-Threads, 5.3GHz, 24MB Cache)","13,500",In Stock,https://windnetpc.com/c/compnents/processor/
Processor,Ryzen 7 5700X (Tray) (No Cooler),"7,800",In Stock,https://windnetpc.com/c/compnents/processor/
Processor,Ryzen 7 5700G (Tray with Wraith Cooler),"9,200",In Stock,https://windnetpc.com/c/compnents/processor/
Processor,"Ryzen 5 5600 (6-cores 12-threads, Zen 3, Up to 4.4GHz, 32MB L3 Cache)","7,100",In Stock,https://windnetpc.com/c/compnents/processor/
Processor,Ryzen 5 5600G (Boxed) (6-cores 12-threads; Vega 7 Graphics),"7,500",In Stock,https://windnetpc.com/c/compnents/processor/
Processor,"Ryzen 5 5500 (6-cores 12-threads, Zen 3, Up to 4.2GHz, 16MB L3 Cache)","4,200",In Stock,https://windnetpc.com/c/compnents/processor/
Processor,Ryzen 5 4650G (6-Cores 12-Threads; Vega 7 Graphics),"5,700",In Stock,https://windnetpc.com/c/compnents/processor/
Processor,Intel Core i5 11600 (6-cores 12-threads 4.8GHz UHD750),N/A,Out of Stock,https://windnetpc.com/c/compnents/processor/
Processor,Intel Core i7 12700K (Tray) (No Cooler),N/A,Out of Stock,https://windnetpc.com/c/compnents/processor/
Processor,Ryzen 5 7600 (6-cores 12-threads 5.1GHz 32MB L3 Cache) (AM5),N/A,Out of Stock,https://windnetpc.com/c/compnents/processor/
Processor,Ryzen 5 7500F (Tray) (6-cores 12-threads 5.0GHz 32MB Cache),N/A,Out of Stock,https://windnetpc.com/c/compnents/processor/
Processor,Intel Core i5 12400F (6-cores 12-threads; LGA 1700),N/A,Out of Stock,https://windnetpc.com/c/compnents/processor/
Processor,Intel Core i5 12400 (Tray) with YGT CL2913 RGB Cooler,N/A,Out of Stock,https://windnetpc.com/c/compnents/processor/
Processor,"Ryzen 3 2200G (4-cores 4-Threads, Vega 8 graphics)",N/A,Out of Stock,https://windnetpc.com/c/compnents/processor/
Processor,Intel Core i7 11700 (11th gen) with CL2913 Cooler,N/A,Out of Stock,https://windnetpc.com/c/compnents/processor/
Processor,Ryzen 5 7600X (6-cores 12-threads 5.3GHz 32MB L3 Cache),N/A,Out of Stock,https://windnetpc.com/c/compnents/processor/
Processor,Intel Core i5 13400 (Tray) (No Cooler) (10-Cores (6P/4E) 16-Threads 4.6GHz 20MB Cache),N/A,Out of Stock,https://windnetpc.com/c/compnents/processor/
Processor,"Intel Core i7 14700KF 14th Gen (20-Cores 28-Threads, 5.6GHz, 33MB Cache)",N/A,Out of Stock,https://windnetpc.com/c/compnents/processor/
Processor,"Intel Core i7 14700K 14th Gen (20-Cores 28-Threads, 5.6GHz, 33MB Cache, UHD 770 Graphics)",N/A,Out of Stock,https://windnetpc.com/c/compnents/processor/
Processor,Ryzen 5 2400G (Tray) with Wraith Cooler,N/A,Out of Stock,https://windnetpc.com/c/compnents/processor/
Processor,Intel Core i5 12400 (Tray) with Deepcool AG200 Cooler,N/A,Out of Stock,https://windnetpc.com/c/compnents/processor/
Processor,Intel Core i5 13400F (10-Cores (6P/4E) 16-Threads 4.6GHz 20MB Cache),N/A,Out of Stock,https://windnetpc.com/c/compnents/processor/
Processor,Intel Core i7 11700 (11th gen) with Deepcool Cooler,N/A,Out of Stock,https://windnetpc.com/c/compnents/processor/
Processor,Ryzen 7 7700X (AM5) (8-cores 16-threads 5.4GHz 32MB L3 Cache),N/A,Out of Stock,https://windnetpc.com/c/compnents/processor/
Processor,Ryzen 9 7900 (AM5) (12-cores 24-threads 5.4GHz 64MB L3 Cache),N/A,Out of Stock,https://windnetpc.com/c/compnents/processor/
Processor,Intel Core i5 13500 (14-Cores (6P/8E) 20-Threads 4.8GHz 24MB Cache UHD770 Graphics),N/A,Out of Stock,https://windnetpc.com/c/compnents/processor/
Processor,Intel Core i7 13700 (16-Cores (8P/8E) 24-Threads 5.2GHz 30MB Cache UHD770 Graphics),N/A,Out of Stock,https://windnetpc.com/c/compnents/processor/
Processor,"Ryzen 5 4500 (6-cores 12-threads, Up to 4.1GHz)",N/A,Out of Stock,https://windnetpc.com/c/compnents/processor/
Processor,Intel Core i5 12400 (Tray No Cooler),N/A,Out of Stock,https://windnetpc.com/c/compnents/processor/
Processor,Ryzen 5 3600 (6-Cores 12-Threads; up to 4.2Ghz; 32mb L3 Cache),N/A,Out of Stock,https://windnetpc.com/c/compnents/processor/
Processor,Ryzen 5 5600x (6-cores 12-threads 4.6GHz 32mb Cache),N/A,Out of Stock,https://windnetpc.com/c/compnents/processor/
Processor,Intel Core i7 10700 (10th gen) with Deepcool Cooler,N/A,Out of Stock,https://windnetpc.com/c/compnents/processor/
Processor,AMD Ryzen 5 5600G (Tray with RGB Cooler),N/A,Out of Stock,https://windnetpc.com/c/compnents/processor/
Processor,Ryzen 7 5700X (8-cores 16-threads; up to 4.6GHz; 32MB L3 Cache),N/A,Out of Stock,https://windnetpc.com/c/compnents/processor/
Processor,Ryzen 5 5600G (Tray with Wraith Cooler),N/A,Out of Stock,https://windnetpc.com/c/compnents/processor/
Processor,Ryzen 5 4600G (6-Cores 12-Threads; Vega 7 Graphics),N/A,Out of Stock,https://windnetpc.com/c/compnents/processor/
Processor,"Ryzen 5 4500 (6-cores 12-threads, Up to 4.1GHz)",N/A,Out of Stock,https://windnetpc.com/c/compnents/processor/
Processor,Ryzen 5 5600X (Tray) (No Cooler),N/A,Out of Stock,https://windnetpc.com/c/compnents/processor/
Graphics Card,Sapphire RX 6650XT 8GB GAMING OC GDDR6,N/A,Out of Stock,https://windnetpc.com/c/compnents/graphics-card/
Graphics Card,Gigabyte RTX 4060 GAMING OC 8GB GDDR6,N/A,Out of Stock,https://windnetpc.com/c/compnents/graphics-card/
Graphics Card,Gigabyte RTX 4060 AERO OC 8GB GDDR6,N/A,Out of Stock,https://windnetpc.com/c/compnents/graphics-card/
Graphics Card,ASUS RTX 4070 DUAL OC 12GB GDDR6X,N/A,Out of Stock,https://windnetpc.com/c/compnents/graphics-card/
Graphics Card,PALIT RTX 4060 DUAL 8GB GDDR6,N/A,Out of Stock,https://windnetpc.com/c/compnents/graphics-card/
Graphics Card,Gigabyte RX 6750XT GAMING OC 12GB GDDR6,N/A,Out of Stock,https://windnetpc.com/c/compnents/graphics-card/
Graphics Card,Gigabyte RX 6650XT GAMING OC 8GB GDDR6,N/A,Out of Stock,https://windnetpc.com/c/compnents/graphics-card/
Graphics Card,MSI RTX 3050 GAMING X 8GB GDDR6,N/A,Out of Stock,https://windnetpc.com/c/compnents/graphics-card/
Graphics Card,MSI GTX 1650 VENTUS XS OCV3 4GB GDDR6,N/A,Out of Stock,https://windnetpc.com/c/compnents/graphics-card/
Graphics Card,PALIT RTX 4060Ti DUAL 8GB GDDR6,N/A,Out of Stock,https://windnetpc.com/c/compnents/graphics-card/
Graphics Card,Gigabyte RTX 3050 WINDFORCE OC 8GB GDDR6,N/A,Out of Stock,https://windnetpc.com/c/compnents/graphics-card/
Graphics Card,Galax RTX 3060Ti (1Click OC) 8GB GDDR6,N/A,Out of Stock,https://windnetpc.com/c/compnents/graphics-card/
Graphics Card,Gigabyte RTX 3060Ti EAGLE OC 8GB GDDR6X [TRIFAN],N/A,Out of Stock,https://windnetpc.com/c/compnents/graphics-card/
Graphics Card,Gigabyte GTX 1660 Super 6GB GDDR6,N/A,Out of Stock,https://windnetpc.com/c/compnents/graphics-card/
Graphics Card,PALIT RTX 3050 DUAL RGB 8GB GDDR6,N/A,Out of Stock,https://windnetpc.com/c/compnents/graphics-card/
Graphics Card,Gigabyte RTX 3060 EAGLE 12GB GDDR6,N/A,Out of Stock,https://windnetpc.com/c/compnents/graphics-card/
Graphics Card,MSI RTX 3060Ti VENTUS 2X OC 8GB GDDR6,N/A,Out of Stock,https://windnetpc.com/c/compnents/graphics-card/
Graphics Card,MSI RTX 3060 GAMING X 12GB GDDR6,N/A,Out of Stock,https://windnetpc.com/c/compnents/graphics-card/
Graphics Card,MSI RX 6600 ARMOR 8GB GDDR6,N/A,Out of Stock,https://windnetpc.com/c/compnents/graphics-card/
Graphics Card,PALIT RTX 3050 DUAL RGB 8GB GDDR6,N/A,Out of Stock,https://windnetpc.com/c/compnents/graphics-card/
Motherboard,Gigabyte B760M DS3H AX DDR5 (WiFi/BT),"8,750",In Stock,https://windnetpc.com/c/compnents/motherboard/lga-1700/
Motherboard,MSI B550M PRO-VDH WIFI,"6,100",In Stock,https://windnetpc.com/c/compnents/motherboard/am4/
Motherboard,MSI B450M-A PRO MAX II (HDMI/DVI),"3,600",In Stock,https://windnetpc.com/c/compnents/motherboard/am4/
Motherboard,ASRock B550M Steel Legend,"7,950",In Stock,https://windnetpc.com/c/compnents/motherboard/am4/
Motherboard,Gigabyte B450M DS3H WIFI,"4,680",In Stock,https://windnetpc.com/c/compnents/motherboard/am4/
Motherboard,Gigabyte B550M DS3H AC (WiFi/Bluetooth),"6,100",In Stock,https://windnetpc.com/c/compnents/motherboard/am4/
Motherboard,MSI PRO B650M-P (VGA/HDMI/DP) (AM5),N/A,Out of Stock,https://windnetpc.com/c/compnents/motherboard/am5/
Motherboard,MSI PRO B650M-B (VGA/HDMI) (AM5),N/A,Out of Stock,https://windnetpc.com/c/compnents/motherboard/am5/
Motherboard,ASUS EX B660M V5 DDR4 (HDMI/VGA),N/A,Out of Stock,https://windnetpc.com/c/compnents/motherboard/lga-1700/
Motherboard,ASUS PRIME H510M-K R2.0 (VGA/HDMI),N/A,Out of Stock,https://windnetpc.com/c/compnents/motherboard/lga-1200/
Motherboard,ASUS PRIME B450M-A II (HDMI/VGA/DVI),N/A,Out of Stock,https://windnetpc.com/c/compnents/motherboard/am4/
Motherboard,Gigabyte A620M S2H (AM5) (DP/HDMI/VGA),N/A,Out of Stock,https://windnetpc.com/c/compnents/motherboard/am5/
Motherboard,MSI A520M-A PRO (HDMI/DVI),N/A,Out of Stock,https://windnetpc.com/c/compnents/motherboard/am4/
Motherboard,Gigabyte Z790M AORUS ELITE AX ICE DDR5 (LGA 1700),N/A,Out of Stock,https://windnetpc.com/c/compnents/motherboard/lga-1700/
Motherboard,MSI PRO B650M A-WIFI (AM5) (XMP/EXPO),N/A,Out of Stock,https://windnetpc.com/c/compnents/motherboard/am5/
Motherboard,MSI B550M MORTAR MAX WIFI,N/A,Out of Stock,https://windnetpc.com/c/compnents/motherboard/am4/
Motherboard,ASUS PRIME B550M-A WIFI II,N/A,Out of Stock,https://windnetpc.com/c/compnents/motherboard/am4/
Motherboard,Gigabyte B650 AORUS ELITE AX V2 (WIFI/BT) (AM5) (XMP/EXPO),N/A,Out of Stock,https://windnetpc.com/c/compnents/motherboard/am5/
Motherboard,Gigabyte B650 AORUS ELITE AX ICE (WiFi/BT) (AM5) (XMP/EXPO),N/A,Out of Stock,https://windnetpc.com/c/compnents/motherboard/am5/
Motherboard,ASUS TUF B760M PLUS WIFI II DDR5 (XMP),N/A,Out of Stock,https://windnetpc.com/c/compnents/motherboard/lga-1700/
Processor,Intel Core i5 10400 (10th gen 6-cores 12-threads),N/A,Out of Stock,https://windnetpc.com/c/compnents/processor/
Processor,Intel Core i5 10400 (10th gen) (6-cores 12-threads 4.6GHz UHD630),N/A,Out of Stock,https://windnetpc.com/c/compnents/processor/
Processor,Intel Core i5 12600K (10-cores 16-threads; LGA 1700 12th gen; 3.7-4.9GHz; 20 MB Cache,N/A,Out of Stock,https://windnetpc.com/c/compnents/processor/
Processor,Ryzen 3 4350G (4-cores 8-threads Vega 6 graphics),N/A,Out of Stock,https://windnetpc.com/c/compnents/processor/
Processor,Athlon 3000G (2-cores 4-threads 3.5GHz Vega 3 graphics),N/A,Out of Stock,https://windnetpc.com/c/compnents/processor/
Processor,AMD A10-9700 Tray with Stock Cooler (4-cores; R7 Graphics),N/A,Out of Stock,https://windnetpc.com/c/compnents/processor/
Processor,Ryzen 7 5700G (8-cores 16-threads 4.6GHz Vega 8 graphics),N/A,Out of Stock,https://windnetpc.com/c/compnents/processor/
Processor,Athlon 200GE (2-cores 4-thread 3.2GHz Vega 3 graphics),N/A,Out of Stock,https://windnetpc.com/c/compnents/processor/
Processor,Intel Core i3 10105 10th gen (4-cores 8-threads),N/A,Out of Stock,https://windnetpc.com/c/compnents/processor/
Processor,Intel Core i5 11400 (11th gen) (6-cores 12-threads 4.4GHz UHD730),N/A,Out of Stock,https://windnetpc.com/c/compnents/processor/
Processor,Intel Core i3 10100 (10th gen) (4-cores 8-threads 4.3GHz UHD630),N/A,Out of Stock,https://windnetpc.com/c/compnents/processor/
Processor,AMD A8-9600 (4 cores 4 threads R7 Graphics),N/A,Out of Stock,https://windnetpc.com/c/compnents/processor/
Processor,"Intel Core i9 14900K 14th Gen (24-Cores 32-Threads, 6GHz, 36MB Cache, UHD 770 Graphics)",N/A,Out of Stock,https://windnetpc.com/c/compnents/processor/
Processor,"[Pre-order] Intel Core i5 14600K 14th Gen (14-Cores 20-Threads, 5.3GHz, 24MB Cache, HD770 Graphics)",N/A,Out of Stock,https://windnetpc.com/c/compnents/processor/
Processor,[Pre-order] Intel Core i5 13600K (14-cores 20-threads; LGA 1700 13th gen; 3.5-5.1GHz; 24 MB Cache),N/A,Out of Stock,https://windnetpc.com/c/compnents/processor/
Processor,[Pre-order] Ryzen 7 5800X (8-cores 16-threads; up to 4.7GHz; 32MB L3 Cache),N/A,Out of Stock,https://windnetpc.com/c/compnents/processor/
Processor,[Pre-order] Ryzen 9 5900X (12-cores 24-Threads 4.8GHz 64MB L3 Cache),N/A,Out of Stock,https://windnetpc.com/c/compnents/processor/
Processor,[Pre-order] Ryzen 7 5800X3D (8-cores 16-threads 4.5GHz 96MB L3 Cache),N/A,Out of Stock,https://windnetpc.com/c/compnents/processor/
Processor,[Pre-order] Ryzen 9 5950X (16-cores 32-threads 4.9GHz 64MB L3 Cache),N/A,Out of Stock,https://windnetpc.com/c/compnents/processor/
Processor,Ryzen 9 7950X3D (16-cores 32-threads 5.7GHz 128MB L3 Cache),N/A,Out of Stock,https://windnetpc.com/c/compnents/processor/
Processor,[Pre-order] Ryzen 9 7900X3D (12-cores 24-threads 5.6GHz 128MB L3 Cache),N/A,Out of Stock,https://windnetpc.com/c/compnents/processor/
Processor,Ryzen 9 7950X (Boxed) (No Cooler),N/A,Out of Stock,https://windnetpc.com/c/compnents/processor/
Processor,[Pre-order] Intel Core i9 13900K (Boxed) (No Cooler),N/A,Out of Stock,https://windnetpc.com/c/compnents/processor/
Processor,[Pre-order] Intel Core i7 13700K (Boxed) (No Cooler),N/A,Out of Stock,https://windnetpc.com/c/compnents/processor/
Graphics Card,Galax RTX 3060Ti (1Click OC) PLUS 8GB GDDR6X,N/A,Out of Stock,https://windnetpc.com/c/compnents/graphics-card/
Graphics Card,MSI RTX 3060Ti GAMING X 8GB GDDR6,N/A,Out of Stock,https://windnetpc.com/c/compnents/graphics-card/
Graphics Card,MSI RTX 3070 GAMING Z TRIO 8GB GDDR6 (FREE! Kingston NV2 1TB NVME SSD),N/A,Out of Stock,https://windnetpc.com/c/compnents/graphics-card/
Graphics Card,Galax GTX 1650 EX PLUS 1Click OC 4GB GDDR6,N/A,Out of Stock,https://windnetpc.com/c/compnents/graphics-card/
Graphics Card,GALAX GTX 1660 Super 1Click OC 6GB GDDR6,N/A,Out of Stock,https://windnetpc.com/c/compnents/graphics-card/
Graphics Card,Gigabyte RTX 3060 VISION OC 12GB,N/A,Out of Stock,https://windnetpc.com/c/compnents/graphics-card/
Graphics Card,Gigabyte RX 6500XT EAGLE 4GB GDDR6,N/A,Out of Stock,https://windnetpc.com/c/compnents/graphics-card/
Graphics Card,Gigabyte GTX 1650 4GB DUAL FAN,N/A,Out of Stock,https://windnetpc.com/c/compnents/graphics-card/
Graphics Card,MSI RX 6600 MECH 2X 8GB GDDR6,N/A,Out of Stock,https://windnetpc.com/c/compnents/graphics-card/
Graphics Card,PALIT GTX 1660 SUPER GAMINGPRO 6GB GDDR6,N/A,Out of Stock,https://windnetpc.com/c/compnents/graphics-card/
Graphics Card,PALIT RTX 3060Ti DUAL RGB 8GB GDDR6,N/A,Out of Stock,https://windnetpc.com/c/compnents/graphics-card/
Graphics Card,ZOTAC RTX 3070Ti Trinity OC 8GB GDDR6X (LESS 400 w/ PC Build),N/A,Out of Stock,https://windnetpc.com/c/compnents/graphics-card/
Graphics Card,XFX Merc 308 RX 6600XT 8GB GDDR6 TRI-FAN (LESS 200 w/ PC Build),N/A,Out of Stock,https://windnetpc.com/c/compnents/graphics-card/
Graphics Card,Gigabyte RTX 3060Ti EAGLE OC 8GB GDDR6,N/A,Out of Stock,https://windnetpc.com/c/compnents/graphics-card/
Graphics Card,Gigabyte RTX 3060Ti GAMING OC 8GB GDDR6 Tri-Fan,N/A,Out of Stock,https://windnetpc.com/c/compnents/graphics-card/
Graphics Card,Galax RTX 3060 1Click OC 12GB GDDR6,N/A,Out of Stock,https://windnetpc.com/c/compnents/graphics-card/
Graphics Card,XFX SWFT RX 6600XT 8GB GDDR6 (LESS 200 w/ PC Build),N/A,Out of Stock,https://windnetpc.com/c/compnents/graphics-card/
Graphics Card,Colorful GTX 1050Ti NE 4G-V Dual Fan,N/A,Out of Stock,https://windnetpc.com/c/compnents/graphics-card/
Graphics Card,PALIT GTX 1650 STORMX 4GB,N/A,Out of Stock,https://windnetpc.com/c/compnents/graphics-card/
Graphics Card,Palit GTX 1650 4GB GAMINGPRO GDDR6,N/A,Out of Stock,https://windnetpc.com/c/compnents/graphics-card/
Motherboard,MSI B650M GAMING PLUS WIFI (AM5) (XMP/EXPO),N/A,Out of Stock,https://windnetpc.com/c/compnents/motherboard/am5/
Motherboard,MSI B450M PRO-VDH MAX (VGA/HDMI),N/A,Out of Stock,https://windnetpc.com/c/compnents/motherboard/am4/
Motherboard,Gigabyte B650M K (AM5) (XMP/EXPO),N/A,Out of Stock,https://windnetpc.com/c/compnents/motherboard/am5/
Motherboard,Gigabyte B450M DS3H V2,N/A,Out of Stock,https://windnetpc.com/c/compnents/motherboard/am4/
Motherboard,BIOSTAR A520MH (HDMI/DP),N/A,Out of Stock,https://windnetpc.com/c/compnents/motherboard/am4/
Motherboard,Gigabyte Z790M AORUS ELITE AX DDR5 (LGA 1700),N/A,Out of Stock,https://windnetpc.com/c/compnents/motherboard/lga-1700/
Motherboard,MSI MAG B760 TOMAHAWK WIFI DDR4,N/A,Out of Stock,https://windnetpc.com/c/compnents/motherboard/lga-1700/
Motherboard,Gigabyte B760M AORUS ELITE AX DDR4 (WiFi/Bluetooth),N/A,Out of Stock,https://windnetpc.com/c/compnents/motherboard/lga-1700/
Motherboard,Gigabyte B760M DS3H AX DDR4 (WiFi/BT),N/A,Out of Stock,https://windnetpc.com/c/compnents/motherboard/lga-1700/
Motherboard,BIOSTAR B450M-HP (HDMI/VGA),N/A,Out of Stock,https://windnetpc.com/c/compnents/motherboard/am4/
Motherboard,Gigabyte B550M AORUS ELITE AX (WiFi/BT),N/A,Out of Stock,https://windnetpc.com/c/compnents/motherboard/am4/
Motherboard,ASRock H610M HVS/M2 R2.0 (VGA/HDMI) (for Intel 12th/13th Gen),N/A,Out of Stock,https://windnetpc.com/c/compnents/motherboard/lga-1700/
Motherboard,ASRock H510M HDV/M2 (HDMI/VGA/DVI) (for Intel 10th/11th gen),N/A,Out of Stock,https://windnetpc.com/c/compnents/motherboard/lga-1200/
